SNO	FileName	Index	KeyHash	Key	Translation	
1436627	Actor_IGC_lilith_baselook_DistantVoice	1	3426266571	FlavorName	Daughter of Hatred
1301288	Actor_IGC_lilithbld	0	4062401	Name	Lilith
1301288	Actor_IGC_lilithbld	1	3426266571	FlavorName	Daughter of Hatred
1123988	Actor_IGC_lorath	0	4062401	Name	Lorath
1414307	Actor_IGC_lorath_baselook	0	4062401	Name	Lorath
1281254	Actor_IGC_lorath_mountainhermit	0	4062401	Name	Mountain Hermit
1148548	Actor_IGC_magnus	0	4062401	Name	Elias
1408665	Actor_IGC_magnus_DST	0	4062401	Name	Elias
1391663	Actor_IGC_magnus_KEL	0	4062401	Name	Elias
1129982	Actor_IGC_monk	0	4062401	Name	Monk
1325275	Actor_IGC_sightless_lilith	0	4062401	Name	Lilith
1325275	Actor_IGC_sightless_lilith	1	3426266571	FlavorName	Daughter of Hatred
2025145	Actor_IGC_t3_npc_akaratLion_Seemless_Intro_Outro	0	4062401	Name	Akarat Lion
1148632	Actor_IGC_taisa	0	4062401	Name	Taissa
1408752	Actor_IGC_taisa_DST	0	4062401	Name	Mysterious Woman
1123538	Actor_IGC_tyrantking	0	4062401	Name	Tyrant King Brol
1317501	Actor_Kehj_Cald_Door_Small_01_Dyn	0	4062401	Name	Alley Gate
1160267	Actor_Kehj_Portal_to_Hell	0	4062401	Name	Burning Hells
1965961	Actor_Kehj_Props_GeaKul_HollowWagon_Multistage_01	0	4062401	Name	Corrupted Corpse Wagon
1237038	Actor_Kehj_RareSpawn_Ghost_Warning_Sign	0	4062401	Name	Travelers Beware!
1237038	Actor_Kehj_RareSpawn_Ghost_Warning_Sign	1	4073325784	NoticeSignText	ABE-MARI

Zakarum scholars note that the terrifying spirit that has been seen emerging from a strange statue on the western cliffs of the Searing Expanse bears a strange resemblance to Abe-Mari, noted Taan Clan sorcerer of ages past.
1237038	Actor_Kehj_RareSpawn_Ghost_Warning_Sign	2	3426486927	FlavorText	Deadly threat spotted nearby!
1237034	Actor_Kehj_RareSpawn_Scorpion_Warning_Sign	0	4062401	Name	Travelers Beware!
1237034	Actor_Kehj_RareSpawn_Scorpion_Warning_Sign	1	4073325784	NoticeSignText	NINE-EYES

The colossal scorpion Nine-Eyes has been spotted along the western edge of the Scorched Gulch. She is deadly enough on her own, but her numerous poisonous children burrow under the sands and will emerge to protect their mother if threatened.
1237034	Actor_Kehj_RareSpawn_Scorpion_Warning_Sign	2	3426486927	FlavorText	Deadly threat spotted nearby!
1237036	Actor_Kehj_RareSpawn_Succubus_Warning_Sign	0	4062401	Name	Travelers Beware!
1237036	Actor_Kehj_RareSpawn_Succubus_Warning_Sign	1	4073325784	NoticeSignText	PRIESTESS QIN

Recently, a woman has been seen preaching to a small group of faithful in Hakan's Oasis to the northeast. However, while she wears the robes of the Zakarum faithful, no one seems to have heard of her before her sudden appearance.
1237036	Actor_Kehj_RareSpawn_Succubus_Warning_Sign	2	3426486927	FlavorText	Deadly threat spotted nearby!
1170014	Actor_Kehj_RareSpawn_Zombie_Warning_Sign	0	4062401	Name	Travelers Beware!
1170014	Actor_Kehj_RareSpawn_Zombie_Warning_Sign	1	4073325784	NoticeSignText	FARAYA TEHI

This unfortunate soul who wanders, bloated with rot on the western road to Alcarnus seems to pulsate and throb even more than other wretched undead creatures! Do not endanger your soul by daring to go too near this accursed thing.
1170014	Actor_Kehj_RareSpawn_Zombie_Warning_Sign	2	3426486927	FlavorText	Deadly threat spotted nearby!
1138905	Actor_KehjistanHU_Barrel_CommonClickies_01_Dyn	0	4062401	Name	Buried Cache
1312120	Actor_KehjistanHU_Barrel_CommonClickies_RedSand_01_Dyn	0	4062401	Name	Buried Cache
1135185	Actor_KehjistanHU_Bone_CommonClickies_01_Dyn	0	4062401	Name	Scattered Remains
1135972	Actor_KehjistanHU_Bone_CommonClickies_02_Dyn	0	4062401	Name	Scattered Remains
1136177	Actor_KehjistanHU_Bone_CommonClickies_03_Dyn	0	4062401	Name	Scattered Remains
1154656	Actor_KehjistanHU_Bone_CommonClickies_Medium_01_Dyn	0	4062401	Name	Scattered Remains
1154696	Actor_KehjistanHU_Bone_CommonClickies_Medium_02_Dyn	0	4062401	Name	Scattered Remains
1312108	Actor_KehjistanHU_Bone_CommonClickies_Medium_RedSand_01_Dyn	0	4062401	Name	Scattered Remains
1312105	Actor_KehjistanHU_Bone_CommonClickies_Medium_RedSand_02_Dyn	0	4062401	Name	Scattered Remains
1312117	Actor_KehjistanHU_Bone_CommonClickies_RedSand_01_Dyn	0	4062401	Name	Scattered Remains
1312114	Actor_KehjistanHU_Bone_CommonClickies_RedSand_02_Dyn	0	4062401	Name	Scattered Remains
1312111	Actor_KehjistanHU_Bone_CommonClickies_RedSand_03_Dyn	0	4062401	Name	Scattered Remains
1155246	Actor_KehjistanHU_Bone_CommonClickies_Small_01_Dyn	0	4062401	Name	Scattered Remains
1155327	Actor_KehjistanHU_Bone_CommonClickies_Small_02_Dyn	0	4062401	Name	Scattered Remains
1312102	Actor_KehjistanHU_Bone_CommonClickies_Small_RedSand_01_Dyn	0	4062401	Name	Scattered Remains
1312099	Actor_KehjistanHU_Bone_CommonClickies_Small_RedSand_02_Dyn	0	4062401	Name	Scattered Remains
1154839	Actor_KehjistanHU_Containers_Any_1x1_01_Arrangement	0	4062401	Name	Urns
1154893	Actor_KehjistanHU_Containers_Any_1x1_02_Arrangement	0	4062401	Name	Vases
1155047	Actor_KehjistanHU_Containers_Any_1x1_04_Arrangement	0	4062401	Name	Pitchers
1155076	Actor_KehjistanHU_Containers_Any_1x1_05_Arrangement	0	4062401	Name	Baskets
1413852	Actor_KehjistanHU_Containers_Any_1x1_05_Arrangement_BloodRain	0	4062401	Name	Baskets
1361841	Actor_KehjistanHU_Containers_Any_1x1_08_Arrangement	0	4062401	Name	Baskets
1413854	Actor_KehjistanHU_Containers_Any_1x1_08_Arrangement_BloodRain	0	4062401	Name	Baskets
1361843	Actor_KehjistanHU_Containers_Any_1x1_09_Arrangement	0	4062401	Name	Baskets
1413856	Actor_KehjistanHU_Containers_Any_1x1_09_Arrangement_BloodRain	0	4062401	Name	Baskets
1361845	Actor_KehjistanHU_Containers_Any_1x1_10_Arrangement	0	4062401	Name	Baskets 
1413858	Actor_KehjistanHU_Containers_Any_1x1_10_Arrangement_BloodRain	0	4062401	Name	Baskets 
1139403	Actor_KehjistanHU_Crate_CommonClickies_01_Dyn	0	4062401	Name	Buried Cache
1312096	Actor_KehjistanHU_Crate_CommonClickies_RedSand_01_Dyn	0	4062401	Name	Buried Cache
1308402	Actor_KehjistanHU_Gate_01_Dyn	0	4062401	Name	Heavy Gate
1308845	Actor_KehjistanHU_Portcullis_Winch_Chest_Test	0	4062401	Name	Gate Winch
1127619	Actor_KehjistanHU_ThematicClicky_Vase_01_Dyn	0	4062401	Name	Vase
1413884	Actor_KehjistanHU_ThematicClicky_Vase_01_Dyn_BloodRain	0	4062401	Name	Vase
1128003	Actor_KehjistanHU_ThematicClicky_Vase_02_Dyn	0	4062401	Name	Vase
1413886	Actor_KehjistanHU_ThematicClicky_Vase_02_Dyn_BloodRain	0	4062401	Name	Vase
1128216	Actor_KehjistanHU_ThematicClicky_Vase_03_Dyn	0	4062401	Name	Vase
1413888	Actor_KehjistanHU_ThematicClicky_Vase_03_Dyn_BloodRain	0	4062401	Name	Vase
1312201	Actor_KehjistanHU_ThematicClicky_Vase_RedSand_01_Dyn	0	4062401	Name	Vase
1312204	Actor_KehjistanHU_ThematicClicky_Vase_RedSand_02_Dyn	0	4062401	Name	Vase
1312207	Actor_KehjistanHU_ThematicClicky_Vase_RedSand_03_Dyn	0	4062401	Name	Vase
1474081	Actor_KehjistanHU_Town_CommonClickies_01_Dyn	0	4062401	Name	Scattered Belongings
1476621	Actor_KehjistanHU_Town_CommonClickies_01_Dyn_BloodRain	0	4062401	Name	Scattered Belongings
1474096	Actor_KehjistanHU_Town_CommonClickies_02_Dyn	0	4062401	Name	Scattered Belongings
1476623	Actor_KehjistanHU_Town_CommonClickies_02_Dyn_BloodRain	0	4062401	Name	Scattered Belongings
1474103	Actor_KehjistanHU_Town_CommonClickies_03_Dyn	0	4062401	Name	Scattered Belongings
1476625	Actor_KehjistanHU_Town_CommonClickies_03_Dyn_BloodRain	0	4062401	Name	Scattered Belongings
1474111	Actor_KehjistanHU_Town_CommonClickies_04_Dyn	0	4062401	Name	Scattered Belongings
1476627	Actor_KehjistanHU_Town_CommonClickies_04_Dyn_BloodRain	0	4062401	Name	Scattered Belongings
1134011	Actor_KehjistanHU_Wagon_03_Edge_2x4_Multistage	0	4062401	Name	Wagon
1121134	Actor_KehjistanHU_Weapon_Rack_01_Dyn	0	4062401	Name	Weapon Rack
1413890	Actor_KehjistanHU_Weapon_Rack_01_Dyn_BloodRain	0	4062401	Name	Weapon Rack
1124732	Actor_KehjistanHU_Weapon_Rack_02_Dyn	0	4062401	Name	Weapon Rack
1413892	Actor_KehjistanHU_Weapon_Rack_02_Dyn_BloodRain	0	4062401	Name	Weapon Rack
1717368	Actor_Knight_Caster_Fire_QST_Naha_GoNative2_Unique_Elite	0	4062401	Name	Arch-Judicator
1456786	Actor_Knight_Caster_QST_Frac_LilithBlood_NPC	0	4062401	Name	Brother Rith
1456786	Actor_Knight_Caster_QST_Frac_LilithBlood_NPC	1	3426266571	FlavorName	Steward of the Caul
1462792	Actor_Knight_Melee_Lightning_Ghost_QST_Frac_LilithBlood	0	4062401	Name	Knight Penitent
1456788	Actor_Knight_Melee_NPC_Ambient	0	4062401	Name	Knight Penitent 
1462856	Actor_Knight_Monk_Lightning_Elite_Ghost_QST_Frac_LilithBlood	0	4062401	Name	Brother Rith
1462856	Actor_Knight_Monk_Lightning_Elite_Ghost_QST_Frac_LilithBlood	1	3426266571	FlavorName	Steward of the Caul
1158952	Actor_Knight_melee_camp_kordragan	0	4062401	Name	Sanguine Knight
1759570	Actor_Kurast_BrazierTravincal_Hatred_01	0	4062401	Name	Ancient Brazier
1993308	Actor_Kurast_Brazier_SpiritBorn_01	0	4062401	Name	Ancient Brazier
1572587	Actor_Kurast_Prop_ArmorRack_01_Dyn	0	4062401	Name	Armor Rack
1619655	Actor_Kurast_Prop_ArmorRack_01_Moss_Dyn	0	4062401	Name	Armor Rack
1673976	Actor_Kurast_Prop_ArmorRack_Sewer_01_Dyn	0	4062401	Name	Armor Rack
1664847	Actor_Kurast_Prop_Basket_AnyLoot_1x1_01_Arrangement	0	4062401	Name	Baskets
1664849	Actor_Kurast_Prop_Basket_AnyLoot_1x1_02_Arrangement	0	4062401	Name	Baskets
1664851	Actor_Kurast_Prop_Basket_AnyLoot_1x1_03_Arrangement	0	4062401	Name	Baskets
1664853	Actor_Kurast_Prop_Basket_AnyLoot_1x1_04_Arrangement	0	4062401	Name	Baskets
1664855	Actor_Kurast_Prop_Basket_AnyLoot_1x1_05_Arrangement	0	4062401	Name	Baskets
1664857	Actor_Kurast_Prop_Basket_AnyLoot_1x1_06_Arrangement	0	4062401	Name	Baskets
1667444	Actor_Kurast_Prop_Basket_Moss_AnyLoot_1x1_01_Arrangement	0	4062401	Name	Baskets
1667446	Actor_Kurast_Prop_Basket_Moss_AnyLoot_1x1_02_Arrangement	0	4062401	Name	Baskets
1667448	Actor_Kurast_Prop_Basket_Moss_AnyLoot_1x1_03_Arrangement	0	4062401	Name	Baskets
1667450	Actor_Kurast_Prop_Basket_Moss_AnyLoot_1x1_04_Arrangement	0	4062401	Name	Baskets
1667452	Actor_Kurast_Prop_Basket_Moss_AnyLoot_1x1_05_Arrangement	0	4062401	Name	Baskets
1667442	Actor_Kurast_Prop_Basket_Moss_AnyLoot_1x1_06_Arrangement	0	4062401	Name	Baskets
1571502	Actor_Kurast_Prop_Chest_Common_01_Dyn	0	4062401	Name	Chest
1617991	Actor_Kurast_Prop_Chest_Common_01_Moss_Dyn	0	4062401	Name	Chest
1571290	Actor_Kurast_Prop_Chest_Rare_01_Dyn	0	4062401	Name	Resplendent Chest
2105042	Actor_Kurast_Prop_Chest_Rare_01_Dyn_TreasureRoom	0	4062401	Name	Resplendent Chest
1617943	Actor_Kurast_Prop_Chest_Rare_01_Moss_Dyn	0	4062401	Name	Resplendent Chest
2105385	Actor_Kurast_Prop_Chest_Rare_01_Moss_Dyn_TreasureRoom	0	4062401	Name	Resplendent Chest
1671155	Actor_Kurast_Prop_Chest_Rare_Locked_GamblingCurrency	0	4062401	Name	Silent Chest
1671183	Actor_Kurast_Prop_Chest_Rare_Moss_Locked_GamblingCurrency	0	4062401	Name	Silent Chest
1633148	Actor_Kurast_Prop_CommonClicky_HiddenRock_Moss_01_Dyn	0	4062401	Name	Overgrown Stone
1633358	Actor_Kurast_Prop_CommonClicky_HiddenRock_Moss_02_Dyn	0	4062401	Name	Overgrown Stone
1631115	Actor_Kurast_Prop_CommonClicky_Rock_01_Dyn	0	4062401	Name	Stone
1631128	Actor_Kurast_Prop_CommonClicky_Rock_02_Dyn	0	4062401	Name	Stones
1631135	Actor_Kurast_Prop_CommonClicky_Rock_03_Dyn	0	4062401	Name	Stone
1631142	Actor_Kurast_Prop_CommonClicky_Rock_04_Dyn	0	4062401	Name	Stones
1633099	Actor_Kurast_Prop_CommonClicky_Rock_Moss_01_Dyn	0	4062401	Name	Mossy Stone
1633106	Actor_Kurast_Prop_CommonClicky_Rock_Moss_02_Dyn	0	4062401	Name	Mossy Stone
1633119	Actor_Kurast_Prop_CommonClicky_Rock_Moss_03_Dyn	0	4062401	Name	Stone
1633137	Actor_Kurast_Prop_CommonClicky_Rock_Moss_04_Dyn	0	4062401	Name	Stones
1631175	Actor_Kurast_Prop_CommonClicky_Tablet_01_Dyn	0	4062401	Name	Worn Tablet
1631168	Actor_Kurast_Prop_CommonClicky_Tablet_02_Dyn	0	4062401	Name	Worn Tablet
1633055	Actor_Kurast_Prop_CommonClicky_Tablet_Moss_01_Dyn	0	4062401	Name	Mossy Tablet
1633006	Actor_Kurast_Prop_CommonClicky_Tablet_Moss_02_Dyn	0	4062401	Name	Mossy Tablet
1631597	Actor_Kurast_Prop_CommonClicky_TreeTrunk_01_Dyn	0	4062401	Name	Dried Stump
1631607	Actor_Kurast_Prop_CommonClicky_TreeTrunk_02_Dyn	0	4062401	Name	Dried Trunk
1635241	Actor_Kurast_Prop_CommonClicky_TreeTrunk_Moss_01_Dyn	0	4062401	Name	Mossy Stump
1635875	Actor_Kurast_Prop_CommonClicky_TreeTrunk_Moss_02_Dyn	0	4062401	Name	Mossy Trunk
1634327	Actor_Kurast_Prop_Container_AnyLoot_1x1_01_Arrangement	0	4062401	Name	Containers
1634350	Actor_Kurast_Prop_Container_AnyLoot_1x1_02_Arrangement	0	4062401	Name	Containers
1634475	Actor_Kurast_Prop_Container_AnyLoot_1x1_03_Arrangement	0	4062401	Name	Jars
1634477	Actor_Kurast_Prop_Container_AnyLoot_1x1_04_Arrangement	0	4062401	Name	Containers
1634479	Actor_Kurast_Prop_Container_AnyLoot_1x1_05_Arrangement	0	4062401	Name	Containers
1634481	Actor_Kurast_Prop_Container_AnyLoot_1x1_06_Arrangement	0	4062401	Name	Pots
1634485	Actor_Kurast_Prop_Container_AnyLoot_1x1_07_Arrangement	0	4062401	Name	Containers
1634487	Actor_Kurast_Prop_Container_AnyLoot_1x1_08_Arrangement	0	4062401	Name	Containers
1667027	Actor_Kurast_Prop_Container_Moss_AnyLoot_1x1_01_Arrangement	0	4062401	Name	Containers
1667029	Actor_Kurast_Prop_Container_Moss_AnyLoot_1x1_02_Arrangement	0	4062401	Name	Containers
1667031	Actor_Kurast_Prop_Container_Moss_AnyLoot_1x1_03_Arrangement	0	4062401	Name	Jars
1667033	Actor_Kurast_Prop_Container_Moss_AnyLoot_1x1_04_Arrangement	0	4062401	Name	Containers
1667035	Actor_Kurast_Prop_Container_Moss_AnyLoot_1x1_05_Arrangement	0	4062401	Name	Containers
1667037	Actor_Kurast_Prop_Container_Moss_AnyLoot_1x1_06_Arrangement	0	4062401	Name	Pots
1667039	Actor_Kurast_Prop_Container_Moss_AnyLoot_1x1_07_Arrangement	0	4062401	Name	Containers
1667041	Actor_Kurast_Prop_Container_Moss_AnyLoot_1x1_08_Arrangement	0	4062401	Name	Containers
1667154	Actor_Kurast_Prop_Container_Moss_CornerLoot_2x1_01_Arrangement	0	4062401	Name	Containers
1667156	Actor_Kurast_Prop_Container_Moss_CornerLoot_2x1_02_Arrangement	0	4062401	Name	Containers
1667158	Actor_Kurast_Prop_Container_Moss_CornerLoot_2x1_03_Arrangement	0	4062401	Name	Containers
1667160	Actor_Kurast_Prop_Container_Moss_CornerLoot_2x1_04_Arrangement	0	4062401	Name	Containers
1667162	Actor_Kurast_Prop_Container_Moss_CornerLoot_2x2_01_Arrangement	0	4062401	Name	Containers
1667164	Actor_Kurast_Prop_Container_Moss_CornerLoot_2x2_02_Arrangement	0	4062401	Name	Containers
1667152	Actor_Kurast_Prop_Container_Moss_CornerLoot_2x2_03_Arrangement	0	4062401	Name	Containers
1741281	Actor_Kurast_Prop_Giant_TreeTrunk_Bridge_Edge_4x4_01_Multistage	0	4062401	Name	Tipping Tree
2104213	Actor_Kurast_Prop_Giant_TreeTrunk_Switch_Dyn	0	4062401	Name	Tipping Tree
1982058	Actor_Kurast_Prop_QST_EverythingOld_DRLG_Trap_RotatingPillar_Clockwise_Fire	0	4062401	Name	Rotating Pillar
1982055	Actor_Kurast_Prop_QST_EverythingOld_DRLG_Trap_RotatingPillar_CounterClockwise_Fire	0	4062401	Name	Rotating Pillar
2103932	Actor_Kurast_Prop_RaidHead_Altar_NoHeadQSTSwitch	0	4062401	Name	Altar
2047766	Actor_Kurast_Prop_RaidHead_Altar_Post	0	4062401	Name	Altar
2047475	Actor_Kurast_Prop_RaidHead_Altar_Pre	0	4062401	Name	Altar
1758440	Actor_Kurast_Prop_Samuk_Shrine_Dyn	0	4062401	Name	Stone Lion Paw
1682850	Actor_Kurast_Prop_Temple_Container_AnyLoot_1x1_01_Arrangement	0	4062401	Name	Containers
1682878	Actor_Kurast_Prop_Temple_Container_AnyLoot_1x1_02_Arrangement	0	4062401	Name	Containers
1683270	Actor_Kurast_Prop_Temple_Container_AnyLoot_1x1_03_Arrangement	0	4062401	Name	Containers
1683274	Actor_Kurast_Prop_Temple_Container_AnyLoot_1x1_04_Arrangement	0	4062401	Name	Containers
1683280	Actor_Kurast_Prop_Temple_Container_AnyLoot_1x1_05_Arrangement	0	4062401	Name	Containers
1576162	Actor_Kurast_Prop_ThematicClicky_01_Dyn	0	4062401	Name	Vessel
1611042	Actor_Kurast_Prop_ThematicClicky_01_Moss_Dyn	0	4062401	Name	Shrine
1613194	Actor_Kurast_Prop_ThematicClicky_02_Moss_Dyn	0	4062401	Name	Shrine
1613297	Actor_Kurast_Prop_ThematicClicky_03_Moss_Dyn	0	4062401	Name	Shrine
1613317	Actor_Kurast_Prop_ThematicClicky_04_Moss_Dyn	0	4062401	Name	Shrine
1667349	Actor_Kurast_Prop_Wagon_Large_Moss_EdgeLoot_2x3_02_Arrangement	0	4062401	Name	Wagon
1667343	Actor_Kurast_Prop_Wagon_Med_Moss_EdgeLoot_2x3_02_Arrangement	0	4062401	Name	Wagon
1573759	Actor_Kurast_Prop_Weaponrack_01_Dyn	0	4062401	Name	Weapon Rack
1619982	Actor_Kurast_Prop_Weaponrack_01_Moss_Dyn	0	4062401	Name	Weapon Rack
1673886	Actor_Kurast_Prop_Weaponrack_Sewer_01_Dyn	0	4062401	Name	Weapon Rack
1947398	Actor_Kurast_Props_Sewer_DestroyablePillar_Campaign_Multistage	0	4062401	Name	Ruined Pillar
1155159	Actor_LE_Altar_Statue	0	4062401	Name	Ancient Syphon
1680309	Actor_LE_Ambush_Frac_Wagon_01	0	4062401	Name	Hidden Farmer
1680323	Actor_LE_Ambush_Frac_Wagon_02	0	4062401	Name	Hidden Farmer
1680325	Actor_LE_Ambush_Frac_Wagon_03	0	4062401	Name	Hidden Farmer
1899240	Actor_LE_Ambush_Kurast_Wagon_01	0	4062401	Name	Hidden Traveler
1899242	Actor_LE_Ambush_Kurast_Wagon_02	0	4062401	Name	Hidden Traveler
1899252	Actor_LE_Ambush_Kurast_Wagon_03	0	4062401	Name	Hidden Traveler
1957851	Actor_LE_Ambush_Naha_NPC_F01	0	4062401	Name	Survivor
1957849	Actor_LE_Ambush_Naha_NPC_F02	0	4062401	Name	Survivor
1957856	Actor_LE_Ambush_Naha_NPC_M_01	0	4062401	Name	Survivor
2072919	Actor_LE_Ambush_Sco_Villager_F02	0	4062401	Name	Survivor
2072904	Actor_LE_Ambush_Sco_Villager_M04	0	4062401	Name	Survivor
1155954	Actor_LE_Ambush_Scos_Boat_01	0	4062401	Name	Hidden Traveler
1155968	Actor_LE_Ambush_Scos_Boat_02	0	4062401	Name	Hidden Traveler
1156014	Actor_LE_Ambush_Scos_Boat_03	0	4062401	Name	Hidden Traveler
1127859	Actor_LE_Ambush_Scos_Wagon_01	0	4062401	Name	Hidden Farmer
1127851	Actor_LE_Ambush_Scos_Wagon_02	0	4062401	Name	Hidden Farmer
1128011	Actor_LE_Ambush_Scos_Wagon_03	0	4062401	Name	Hidden Farmer
1137709	Actor_LE_Ambush_Step_NPC_F01	0	4062401	Name	Survivor
1137740	Actor_LE_Ambush_Step_NPC_F02	0	4062401	Name	Survivor
1137777	Actor_LE_Ambush_Step_NPC_M_01	0	4062401	Name	Survivor
1155986	Actor_LE_Ambush_Step_Wagon_01	0	4062401	Name	Hidden Traveler
1156017	Actor_LE_Ambush_Step_Wagon_02	0	4062401	Name	Hidden Traveler
1156024	Actor_LE_Ambush_Step_Wagon_03	0	4062401	Name	Hidden Traveler
1901948	Actor_LE_Ambush_Ubuntu_Wagon_01	0	4062401	Name	Hidden Traveler
1901950	Actor_LE_Ambush_Ubuntu_Wagon_02	0	4062401	Name	Hidden Traveler
1901953	Actor_LE_Ambush_Ubuntu_Wagon_03	0	4062401	Name	Hidden Traveler
2180107	Actor_LE_BabyBelial	0	4062401	Name	Belial
2180107	Actor_LE_BabyBelial	1	3426266571	FlavorName	Lord of Lies
2185589	Actor_LE_BabyBelial_AmbushApparition	0	4062401	Name	Apparition of Belial
2185589	Actor_LE_BabyBelial_AmbushApparition	1	3426266571	FlavorName	Lord of Lies
1839255	Actor_LE_Baited_Trap_NPC_Naha_Villager_M	0	4062401	Name	Villager
1159357	Actor_LE_Bells_Drowned_Monster	0	4062401	Name	Drowned Bell
1136370	Actor_LE_Chest_Reward_Heroic	0	4062401	Name	Greater Radiant Chest
1136319	Actor_LE_Chest_Reward_Normal	0	4062401	Name	Radiant Chest
2510327	Actor_LE_Elemental_Totem_Cold_Switch	0	4062401	Name	Mysterious Crystal
2510309	Actor_LE_Elemental_Totem_Fire_Switch	0	4062401	Name	Mysterious Crystal
2510329	Actor_LE_Elemental_Totem_Lightning_Switch	0	4062401	Name	Mysterious Crystal
2510332	Actor_LE_Elemental_Totem_Poison_Switch	0	4062401	Name	Mysterious Crystal
1287373	Actor_LE_Goatman_CorruptionHeart	0	4062401	Name	Corruption Heart
1287359	Actor_LE_Goatman_Corruption_01	0	4062401	Name	Goatman Corruption
1287354	Actor_LE_Goatman_Corruption_02	0	4062401	Name	Goatman Corruption
1287357	Actor_LE_Goatman_Corruption_03	0	4062401	Name	Goatman Corruption
1287527	Actor_LE_Goatman_Corruption_04	0	4062401	Name	Goatman Corruption
1287529	Actor_LE_Goatman_Corruption_05	0	4062401	Name	Goatman Corruption
1287532	Actor_LE_Goatman_Corruption_06	0	4062401	Name	Goatman Corruption
1287537	Actor_LE_Goatman_Corruption_07	0	4062401	Name	Goatman Corruption
1287545	Actor_LE_Goatman_Corruption_08	0	4062401	Name	Goatman Corruption
1287548	Actor_LE_Goatman_Corruption_09	0	4062401	Name	Goatman Corruption
1289285	Actor_LE_Goatman_Corruption_10	0	4062401	Name	Goatman Corruption
1143470	Actor_LE_Hatchery_Spider_Cocoon	0	4062401	Name	Cocoon
1144134	Actor_LE_Hatchery_Spider_Cocoon_02	0	4062401	Name	Cocoon
1144226	Actor_LE_Hatchery_Spider_Cocoon_03	0	4062401	Name	Cocoon
1144242	Actor_LE_Hatchery_Spider_Cocoon_04	0	4062401	Name	Cocoon
1144315	Actor_LE_Hatchery_Spider_Cocoon_05	0	4062401	Name	Cocoon
1130128	Actor_LE_Hatchery_Spider_Frac_NPC_F	0	4062401	Name	Villager
1437233	Actor_LE_Hatchery_Spider_Frac_NPC_F_02	0	4062401	Name	Villager
1437235	Actor_LE_Hatchery_Spider_Frac_NPC_F_03	0	4062401	Name	Villager
1159291	Actor_LE_Hatchery_Spider_Frac_NPC_M	0	4062401	Name	Villager
1437237	Actor_LE_Hatchery_Spider_Frac_NPC_M_02	0	4062401	Name	Villager
1437239	Actor_LE_Hatchery_Spider_Frac_NPC_M_03	0	4062401	Name	Villager
1159415	Actor_LE_Hatchery_Spider_Hawe_NPC_F	0	4062401	Name	Villager
1437241	Actor_LE_Hatchery_Spider_Hawe_NPC_F_02	0	4062401	Name	Villager
1437243	Actor_LE_Hatchery_Spider_Hawe_NPC_F_03	0	4062401	Name	Villager
1437245	Actor_LE_Hatchery_Spider_Hawe_NPC_F_04	0	4062401	Name	Villager
1437247	Actor_LE_Hatchery_Spider_Hawe_NPC_F_05	0	4062401	Name	Villager
1437249	Actor_LE_Hatchery_Spider_Hawe_NPC_F_06	0	4062401	Name	Villager
1159376	Actor_LE_Hatchery_Spider_Hawe_NPC_M	0	4062401	Name	Villager
1437251	Actor_LE_Hatchery_Spider_Hawe_NPC_M_02	0	4062401	Name	Villager
1437253	Actor_LE_Hatchery_Spider_Hawe_NPC_M_03	0	4062401	Name	Villager
1437255	Actor_LE_Hatchery_Spider_Hawe_NPC_M_04	0	4062401	Name	Villager
1437257	Actor_LE_Hatchery_Spider_Hawe_NPC_M_05	0	4062401	Name	Villager
1437259	Actor_LE_Hatchery_Spider_Hawe_NPC_M_06	0	4062401	Name	Villager
1159459	Actor_LE_Hatchery_Spider_Kehj_NPC_F	0	4062401	Name	Villager
1437261	Actor_LE_Hatchery_Spider_Kehj_NPC_F_02	0	4062401	Name	Villager
1437263	Actor_LE_Hatchery_Spider_Kehj_NPC_F_03	0	4062401	Name	Villager
1159424	Actor_LE_Hatchery_Spider_Kehj_NPC_M	0	4062401	Name	Villager
1437265	Actor_LE_Hatchery_Spider_Kehj_NPC_M_02	0	4062401	Name	Villager
1437267	Actor_LE_Hatchery_Spider_Kehj_NPC_M_03	0	4062401	Name	Villager
1159324	Actor_LE_Hatchery_Spider_Scos_NPC_F	0	4062401	Name	Villager
1437269	Actor_LE_Hatchery_Spider_Scos_NPC_F_02	0	4062401	Name	Villager
1437271	Actor_LE_Hatchery_Spider_Scos_NPC_F_03	0	4062401	Name	Villager
1159307	Actor_LE_Hatchery_Spider_Scos_NPC_M	0	4062401	Name	Villager
1437273	Actor_LE_Hatchery_Spider_Scos_NPC_M_02	0	4062401	Name	Villager
1437275	Actor_LE_Hatchery_Spider_Scos_NPC_M_03	0	4062401	Name	Villager
1159341	Actor_LE_Hatchery_Spider_Step_NPC_F	0	4062401	Name	Villager
1437277	Actor_LE_Hatchery_Spider_Step_NPC_F_02	0	4062401	Name	Villager
1437279	Actor_LE_Hatchery_Spider_Step_NPC_F_03	0	4062401	Name	Villager
1159371	Actor_LE_Hatchery_Spider_Step_NPC_M	0	4062401	Name	Villager
1437281	Actor_LE_Hatchery_Spider_Step_NPC_M_02	0	4062401	Name	Villager
1437283	Actor_LE_Hatchery_Spider_Step_NPC_M_03	0	4062401	Name	Villager
1781170	Actor_LE_Hollow_CorruptedPod	0	4062401	Name	Corrupted Pod
1193984	Actor_LE_JarOfSouls_Switch	0	4062401	Name	Jar of Souls
